"","Accession","Description","PSM","GeneID","SED_1","SED_2","SED_3","SED_4","SED_5","SED_6","SED_7","SED_8","EX_1","EX2","EX_3","EX_4","EX_5","EX_6","EX_7","EX_8"
"476","Q9BRX8","Peroxiredoxin-like 2A OS=Homo sapiens OX=9606 GN=PRXL2A PE=1 SV=3",47,"PRXL2A",977.9,2362.9,1503.8,1768.8,2006.3,1599.5,1503.6,1776.8,1974.5,1063.3,898,1256.9,951.9,1492.3,1538.7,1376.3
"477","P07951","Tropomyosin beta chain OS=Homo sapiens OX=9606 GN=TPM2 PE=1 SV=1",40,"TPM2",481.9,556.9,466.1,631.3,985.7,1030.1,609.8,1689,687.9,444.7,395.7,561.7,439.2,629,651.1,464
"478","Q9NP74","Palmdelphin OS=Homo sapiens OX=9606 GN=PALMD PE=1 SV=1",23,"PALMD",592.5,689.5,527.7,536.7,536.7,539.3,591.1,501.1,613,492,359.8,632.3,319.7,541.4,749.7,509.8
"479","O15400","Syntaxin-7 OS=Homo sapiens OX=9606 GN=STX7 PE=1 SV=4",26,"STX7",196,283.6,245.7,254.8,315.3,280.6,213.8,337.5,220.3,174.8,127.5,235.8,187.6,206.9,255,178.5
"480","P55263","Adenosine kinase OS=Homo sapiens OX=9606 GN=ADK PE=1 SV=2",22,"ADK",150.7,251.9,186.8,253.1,220.8,313.2,155.7,239.5,272.7,129.1,118.6,154.2,119.9,152.5,142.2,100.7
"481","Q63ZY3","KN motif and ankyrin repeat domain-containing protein 2 OS=Homo sapiens OX=9606 GN=KANK2 PE=1 SV=1",29,"KANK2",407,621.7,463.5,548.9,607.7,425.7,427.4,470.3,613.9,355,321.2,431.9,243.4,351.8,494.2,383.3
"482","P51148","Ras-related protein Rab-5C OS=Homo sapiens OX=9606 GN=RAB5C PE=1 SV=2",23,"RAB5C",229.1,351.7,280.1,375.1,421.3,384.2,269.1,332.1,343.5,217.8,157.1,275.5,204.9,249.4,284.5,214.9
"483","Q13409","Cytoplasmic dynein 1 intermediate chain 2 OS=Homo sapiens OX=9606 GN=DYNC1I2 PE=1 SV=3",25,"DYNC1I2",188.7,268,190.9,233.5,259.9,175.9,192.1,223.2,240.7,148.4,134.6,191.2,112.6,207.8,202.1,153.2
"484","P20742","Pregnancy zone protein OS=Homo sapiens OX=9606 GN=PZP PE=1 SV=4",40,"PZP",61.7,108.3,127.5,344.9,59.7,114.6,28.9,82.5,115.9,1335.4,82,108.3,30.6,70.6,26.6,20.5
"485","P52272","Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=3",25,"HNRNPM",398.8,509.4,332.3,347.2,457.7,359.9,362.5,418.6,416.2,334.5,248.1,407.9,236.1,406.6,523.4,386.5
"486","P46937","Transcriptional coactivator YAP1 OS=Homo sapiens OX=9606 GN=YAP1 PE=1 SV=2",17,"YAP1",94.3,114.3,94.6,110.6,123.2,93.8,107.8,103.8,106.3,73.9,59.9,96.2,72.7,108,108.1,81.1
"487","P17655","Calpain-2 catalytic subunit OS=Homo sapiens OX=9606 GN=CAPN2 PE=1 SV=6",24,"CAPN2",31,58.9,41.9,53.5,85.8,60.6,41.8,54.5,36.6,28.9,20.4,40.7,27.1,44.3,41.9,36.6
"488","Q9Y4L1","Hypoxia up-regulated protein 1 OS=Homo sapiens OX=9606 GN=HYOU1 PE=1 SV=1",31,"HYOU1",187.3,240.4,182.2,220.5,303.9,233.3,177.4,301.1,212.4,139.5,114.5,182.1,140.4,172,206.4,125.4
"489","P11166","Solute carrier family 2, facilitated glucose transporter member 1 OS=Homo sapiens OX=9606 GN=SLC2A1 PE=1 SV=2",36,"SLC2A1",476.8,391.2,273.1,1004.6,880.7,2507.8,295.4,1453.8,633.6,266.2,257.1,267.7,520.3,285.4,376.8,123.3
"490","P14314","Glucosidase 2 subunit beta OS=Homo sapiens OX=9606 GN=PRKCSH PE=1 SV=2",30,"PRKCSH",393.9,516.8,371.7,426,578,484.9,393.8,675.2,482.9,300.3,249.4,397.5,257.8,406.9,445.7,351.8
"491","Q9NY33","Dipeptidyl peptidase 3 OS=Homo sapiens OX=9606 GN=DPP3 PE=1 SV=2",25,"DPP3",211.7,242.5,191.2,410.7,410.2,606.8,198.9,436.3,257.6,137.5,113.8,211.5,188.8,207.5,198.5,123.8
"492","P16403","Histone H1.2 OS=Homo sapiens OX=9606 GN=H1-2 PE=1 SV=2",42,"H1-2",117.3,212.7,124.3,141.4,267.5,290.7,248.5,145.6,306.4,105.5,126.7,176.7,101.6,229.2,314.5,263.5
"493","O00231","26S proteasome non-ATPase regulatory subunit 11 OS=Homo sapiens OX=9606 GN=PSMD11 PE=1 SV=3",31,"PSMD11",496.5,705.7,606.6,800.4,911.3,828.8,536.6,794.7,671.2,393.1,340,501.9,447,557.9,586.8,415.4
"494","P12270","Nucleoprotein TPR OS=Homo sapiens OX=9606 GN=TPR PE=1 SV=3",23,"TPR",127.3,210.2,146.4,175.3,231.6,220.8,187.1,266.5,178,120.5,107.1,164.4,108.5,161.3,172.5,122.9
"495","P38117","Electron transfer flavoprotein subunit beta OS=Homo sapiens OX=9606 GN=ETFB PE=1 SV=3",37,"ETFB",543.9,1312.4,1032.6,917.4,862.5,540,674.1,828.8,1522.5,819.9,903.7,746.2,386.1,710.7,713.9,559.6
"496","P16152","Carbonyl reductase [NADPH] 1 OS=Homo sapiens OX=9606 GN=CBR1 PE=1 SV=3",27,"CBR1",401.5,479.1,341,652.8,453.7,676.2,323.3,552.6,461.1,283,245.4,383.8,318.4,334,400.8,272.3
"497","P30040","Endoplasmic reticulum resident protein 29 OS=Homo sapiens OX=9606 GN=ERP29 PE=1 SV=4",28,"ERP29",573.4,827.1,553.6,641.6,726.6,602.4,501.5,768.4,792.6,498.8,410.1,607.3,335,465.4,668,509
"498","Q9Y281","Cofilin-2 OS=Homo sapiens OX=9606 GN=CFL2 PE=1 SV=1",38,"CFL2",253.6,307.1,271.8,321.7,338.6,208.5,206.9,277.6,346.4,185.7,158.7,236,141.2,242.3,208.4,196.9
"499","P35611","Alpha-adducin OS=Homo sapiens OX=9606 GN=ADD1 PE=1 SV=2",28,"ADD1",360.3,448.6,299.8,724.4,632.1,1486.5,313.6,985.7,452.7,261.8,269,326.4,366.6,306.9,361.6,242.2
"500","Q15582","Transforming growth factor-beta-induced protein ig-h3 OS=Homo sapiens OX=9606 GN=TGFBI PE=1 SV=1",19,"TGFBI",165.6,306.4,242.4,291.4,421,386.1,202,419.1,209.4,165.9,194,278.4,180.3,323.4,185.9,149.7
"502","Q5T7N3","KN motif and ankyrin repeat domain-containing protein 4 OS=Homo sapiens OX=9606 GN=KANK4 PE=1 SV=1",19,"KANK4",114.7,150.6,81.2,104.8,75.1,82.7,95.5,74.5,156.5,89.1,55.9,143.2,45.7,67,86.9,71.2
"503","P51149","Ras-related protein Rab-7a OS=Homo sapiens OX=9606 GN=RAB7A PE=1 SV=1",28,"RAB7A",662.5,1132,965.3,1068.6,1163.4,925,701.5,993,1079.7,679.2,515.7,756.5,586.4,696.3,901.2,732.9
"504","P62834","Ras-related protein Rap-1A OS=Homo sapiens OX=9606 GN=RAP1A PE=1 SV=1",38,"RAP1A",201.4,342.9,318.9,400,386.3,319,236.1,175,320.1,173.4,175.1,228.7,187.4,227.6,289.5,272.7
"505","P26641","Elongation factor 1-gamma OS=Homo sapiens OX=9606 GN=EEF1G PE=1 SV=3",34,"EEF1G",360.4,545.2,393.5,551.9,687.7,503.1,410.6,510.1,499.3,284.1,247,369.3,279.3,457.1,427.4,315
"506","O00299","Chloride intracellular channel protein 1 OS=Homo sapiens OX=9606 GN=CLIC1 PE=1 SV=4",28,"CLIC1",377.4,398.3,361,468,570.8,550.1,310.7,661.3,349.3,266.2,175.9,322.1,311.3,299.6,417,251.9
"507","P55786","Puromycin-sensitive aminopeptidase OS=Homo sapiens OX=9606 GN=NPEPPS PE=1 SV=2",33,"NPEPPS",284.9,426.7,367.8,534.3,547.7,542.2,330.4,546.1,506.8,252.4,220.4,320.1,271.3,311.9,375.7,254.5
"508","O14558","Heat shock protein beta-6 OS=Homo sapiens OX=9606 GN=HSPB6 PE=1 SV=2",34,"HSPB6",685,733.4,767,935.3,1360.2,598.9,782.2,566.1,379,538,394.6,709.4,420.9,914.9,1177,635.9
"509","Q9BTV4","Transmembrane protein 43 OS=Homo sapiens OX=9606 GN=TMEM43 PE=1 SV=1",28,"TMEM43",463.3,595,434.5,578.1,777.7,577.5,519.3,675.1,409,409.8,238.2,598.1,360,512.3,614.5,530
"510","P04004","Vitronectin OS=Homo sapiens OX=9606 GN=VTN PE=1 SV=1",29,"VTN",466.7,430.5,473.8,791.6,901.7,733.2,379.2,1106.2,532.3,646.3,203.1,298.1,416.2,320.1,491.7,242.7
"511","O94905","Erlin-2 OS=Homo sapiens OX=9606 GN=ERLIN2 PE=1 SV=1",24,"ERLIN2",514.9,894.2,565.5,673.6,760,597,593.3,634.3,667.7,418.8,456.3,608.7,321,501.8,704.3,574.2
"512","Q9UQ80","Proliferation-associated protein 2G4 OS=Homo sapiens OX=9606 GN=PA2G4 PE=1 SV=3",28,"PA2G4",458.4,708.1,529.5,735.9,911.1,1299.1,463.9,1162.3,605.5,365.4,355.2,438.9,426.9,509.3,562,367.3
"513","O14786","Neuropilin-1 OS=Homo sapiens OX=9606 GN=NRP1 PE=1 SV=3",18,"NRP1",160.3,292.6,167.5,198.5,286.2,177.9,173.5,229.5,150.1,150.8,115.8,160,114,207.3,230.4,195.3
"514","P11413","Glucose-6-phosphate 1-dehydrogenase OS=Homo sapiens OX=9606 GN=G6PD PE=1 SV=4",26,"G6PD",253.1,400.7,327.4,493.1,576.7,752.9,264,757.1,580.8,205.1,204.5,199.7,282.9,277.2,317.4,202.8
"515","Q14254","Flotillin-2 OS=Homo sapiens OX=9606 GN=FLOT2 PE=1 SV=2",23,"FLOT2",253.8,359.9,181.9,488.2,369,781,238.1,766.3,314.4,169.4,167,167.5,239.9,191.3,236.2,160.7
"516","Q96B97","SH3 domain-containing kinase-binding protein 1 OS=Homo sapiens OX=9606 GN=SH3KBP1 PE=1 SV=2",28,"SH3KBP1",531.6,930.6,683.4,738.2,1155.6,710.7,702.5,818.6,968.5,418.6,439.1,639.9,444.2,773.1,916.3,718.3
"517","P14866","Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens OX=9606 GN=HNRNPL PE=1 SV=2",22,"HNRNPL",180.8,253,181.5,218.7,251.9,215.2,191.5,279.1,224.4,166.4,181.5,179.5,113.7,211.6,231.8,158.7
"518","P06753","Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=2",58,"TPM3",192,236.3,184.6,282.6,336.3,600.8,172.8,578.6,233.3,142.1,111.6,164.3,181.9,192.3,195.7,118.4
"519","P26599","Polypyrimidine tract-binding protein 1 OS=Homo sapiens OX=9606 GN=PTBP1 PE=1 SV=2",23,"PTBP1",579.9,878.3,549.5,792.7,965.3,893.1,658.1,929.6,775.1,483.2,450.1,597.5,476.5,681.8,688.9,523.8
"520","P00736","Complement C1r subcomponent OS=Homo sapiens OX=9606 GN=C1R PE=1 SV=2",20,"C1R",228.1,274.3,298.8,474.7,420.7,360.2,218.9,415.1,241.4,206.7,115,191.5,212.2,196.7,257.4,158.9
"521","P48506","Glutamate--cysteine ligase catalytic subunit OS=Homo sapiens OX=9606 GN=GCLC PE=1 SV=2",26,"GCLC",217.5,287.9,250.7,504.6,436.5,822.3,197.9,556.4,240.1,141.8,146.7,158.1,263.7,224,187.4,117.5
"522","Q86UX2","Inter-alpha-trypsin inhibitor heavy chain H5 OS=Homo sapiens OX=9606 GN=ITIH5 PE=2 SV=2",21,"ITIH5",146.3,72.7,91.8,111.8,165.3,183.6,112.1,177.7,62.1,49.2,38.9,112.7,91.5,82,167.5,63
"523","O95747","Serine/threonine-protein kinase OSR1 OS=Homo sapiens OX=9606 GN=OXSR1 PE=1 SV=1",18,"OXSR1",213.1,275.2,258.6,459.4,372.7,641.9,179.6,553.6,267.8,143.4,157.3,197.4,238.4,212.7,191.6,136.2
"524","Q969G5","Caveolae-associated protein 3 OS=Homo sapiens OX=9606 GN=CAVIN3 PE=1 SV=3",49,"CAVIN3",1853,2121.8,1991.8,2049,2241.1,1814.4,1599.7,1310.6,1797.6,1344.2,924.5,2493.7,1319.8,1633.6,2339.9,1592.8
"525","Q15907","Ras-related protein Rab-11B OS=Homo sapiens OX=9606 GN=RAB11B PE=1 SV=4",28,"RAB11B",404.6,634.6,517.1,607.7,682,718.7,367.3,734.7,399.8,322.8,219.1,347.8,374.1,350.6,455.8,277.8
"526","P43243","Matrin-3 OS=Homo sapiens OX=9606 GN=MATR3 PE=1 SV=2",19,"MATR3",92.5,131.5,99.7,123.3,145.1,111.4,101.5,99.1,130,86.1,78.6,101.6,61.6,119.7,113.5,89.4
"527","P63241","Eukaryotic translation initiation factor 5A-1 OS=Homo sapiens OX=9606 GN=EIF5A PE=1 SV=2",27,"EIF5A",640.5,733.3,714.9,1013.6,1037.8,1228.2,580.5,1035.2,718,480.7,397.7,620.8,519.6,672.1,861.4,524
"528","P08294","Extracellular superoxide dismutase [Cu-Zn] OS=Homo sapiens OX=9606 GN=SOD3 PE=1 SV=2",28,"SOD3",266.9,449,305.4,388.1,348.7,274,232.1,283,202.7,248.1,168.7,408.5,178.1,214.4,323.9,239.4
"529","P23284","Peptidyl-prolyl cis-trans isomerase B OS=Homo sapiens OX=9606 GN=PPIB PE=1 SV=2",39,"PPIB",2093.9,2867.3,1832.7,2660,3067.5,2424.8,2113.4,2504.7,2301,1497.4,1305.3,2170.8,1433.2,1950.9,2413.4,1833
"530","Q05707","Collagen alpha-1(XIV) chain OS=Homo sapiens OX=9606 GN=COL14A1 PE=1 SV=3",26,"COL14A1",73.5,77.3,46.3,66.1,52.3,53.8,62,58.5,64.5,44.9,71,61.4,41.5,56.8,52.2,41.9
"531","P36957","Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Homo sapiens OX=9606 GN=DLST PE=1 SV=4",22,"DLST",198.5,383.6,275.8,302.7,346.1,274.9,233.6,304.9,434.5,197.9,222.6,249.6,142.6,263.3,275.9,209.4
"532","P61158","Actin-related protein 3 OS=Homo sapiens OX=9606 GN=ACTR3 PE=1 SV=3",29,"ACTR3",473.7,551.5,440.5,565.6,729.3,691.8,371.2,825.8,412.6,330.6,234.1,392.6,350,421.2,468.1,304.3
"533","P23381","Tryptophan--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=WARS1 PE=1 SV=2",30,"WARS1",595.3,1315.3,793.3,776.9,1019.5,740.6,627.7,792,454.4,706.5,298.2,718.4,480.2,791.3,571.9,580.4
"534","O75368","Adapter SH3BGRL OS=Homo sapiens OX=9606 GN=SH3BGRL PE=1 SV=1",32,"SH3BGRL",527.2,618.9,607,951.9,1134.2,1518.9,556.1,1334.1,581.8,375,330,480.4,546.4,658.3,593.8,403
"535","P17174","Aspartate aminotransferase, cytoplasmic OS=Homo sapiens OX=9606 GN=GOT1 PE=1 SV=3",18,"GOT1",149.7,225,238.3,399.2,335.3,752.6,157.9,519.3,220.6,130.8,123.6,152.5,218.6,175.3,163.2,104.2
"536","P25787","Proteasome subunit alpha type-2 OS=Homo sapiens OX=9606 GN=PSMA2 PE=1 SV=2",16,"PSMA2",134.5,204.2,172.7,245.1,271.6,417.1,143.3,328.9,213.4,122.7,132.7,138.4,143.7,174,168.9,125.4
"538","P16402","Histone H1.3 OS=Homo sapiens OX=9606 GN=H1-3 PE=1 SV=2",40,"H1-3",1538,2268.5,1328.3,1456.6,1860.9,1844.2,1716.1,1416,1905.5,1529.5,1339.2,1793.1,1023.3,1560,2077.8,1778.7
"539","P16284","Platelet endothelial cell adhesion molecule OS=Homo sapiens OX=9606 GN=PECAM1 PE=1 SV=2",23,"PECAM1",136.2,246.7,150.5,196.6,224.1,304.6,201.3,442.3,175.5,137.3,98,152.3,130.3,253.7,173.4,138.7
"540","O00232","26S proteasome non-ATPase regulatory subunit 12 OS=Homo sapiens OX=9606 GN=PSMD12 PE=1 SV=3",20,"PSMD12",158.1,215.2,174.8,262.8,291.8,295.7,156.8,278,195.3,120.7,96.4,147,140.9,183.8,173.4,122.9
"541","O75947","ATP synthase subunit d, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PD PE=1 SV=3",20,"ATP5PD",524.6,616.5,505.3,428.3,459.1,320.4,427.3,415,701.6,531.3,470,659.9,221.5,432.4,717.9,568.6
"542","Q9UKY7","Protein CDV3 homolog OS=Homo sapiens OX=9606 GN=CDV3 PE=1 SV=1",15,"CDV3",80,93.5,87.3,113.6,109.3,93.6,72.7,106.8,100.4,81.8,58.5,82.2,55.1,83.9,107.3,76.9
"543","P52597","Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=HNRNPF PE=1 SV=3",17,"HNRNPF",178.2,228.3,190.2,224.6,262,255.6,179.1,301.6,231.3,155.6,113.7,176.8,129.8,187,217.7,160.9
"544","Q02878","60S ribosomal protein L6 OS=Homo sapiens OX=9606 GN=RPL6 PE=1 SV=3",32,"RPL6",583.3,900.6,679.6,765.9,954.2,678.5,695.1,923.9,1080.4,588.3,478.5,747.3,518.2,734.9,861.1,588.3
"545","Q96CN7","Isochorismatase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ISOC1 PE=1 SV=3",27,"ISOC1",486.3,818.5,705.6,671,583.4,438.1,431.7,536.9,825.1,507.1,427.4,576.6,252.6,426.5,458.4,360.7
"546","O95782","AP-2 complex subunit alpha-1 OS=Homo sapiens OX=9606 GN=AP2A1 PE=1 SV=3",27,"AP2A1",262.7,360.1,276.1,557.6,549.3,600.4,259,519.3,291.8,214.2,142.4,234.7,309.5,257.9,289.6,170.6
"547","P05164","Myeloperoxidase OS=Homo sapiens OX=9606 GN=MPO PE=1 SV=1",29,"MPO",157.6,112.2,129.5,149.2,280.4,353.6,85.1,1126,91.3,145.3,48.2,129.9,162.2,92.2,80.5,24.8
"548","P30048","Thioredoxin-dependent peroxide reductase, mitochondrial OS=Homo sapiens OX=9606 GN=PRDX3 PE=1 SV=3",39,"PRDX3",1240.6,2220.1,1555.8,1831.5,1386.4,1065.8,1206,1469.5,2037.8,1334.1,1123.6,1319.1,667,1103.9,1340.3,824.1
"549","P16435","NADPH--cytochrome P450 reductase OS=Homo sapiens OX=9606 GN=POR PE=1 SV=2",20,"POR",603.7,913.5,738.4,791,812.1,625.6,568.8,622.8,967.7,468.7,390.2,650.2,411.2,698.1,710.4,434.8
"550","Q9Y5Z4","Heme-binding protein 2 OS=Homo sapiens OX=9606 GN=HEBP2 PE=1 SV=1",27,"HEBP2",471.5,825.2,790.8,682.1,952.7,642.4,464.5,764.7,809.4,401.7,388.1,394.3,377.9,543.3,585.9,470
"551","Q15293","Reticulocalbin-1 OS=Homo sapiens OX=9606 GN=RCN1 PE=1 SV=1",20,"RCN1",126.8,144,102.1,117.4,195,155.6,117.3,167.9,115.7,81.2,80.9,143.4,83.9,133,181.4,130.7
"552","P08865","40S ribosomal protein SA OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=4",17,"RPSA",165.4,270.3,189.1,223.5,245,194.7,173.1,201.4,239.3,128.9,122.9,188.6,133,188,198.6,160.8
"553","P37840","Alpha-synuclein OS=Homo sapiens OX=9606 GN=SNCA PE=1 SV=1",25,"SNCA",413.6,823.6,724.1,2314.9,1492.1,2382.6,455.2,2347.3,737.5,403,379.8,263.8,762.8,355.3,338.5,157.1
"554","O43242","26S proteasome non-ATPase regulatory subunit 3 OS=Homo sapiens OX=9606 GN=PSMD3 PE=1 SV=2",27,"PSMD3",515.9,673.6,543.3,826.2,917.3,900.9,516.6,928,634.1,379.4,336,490.8,450.3,537.1,636.4,406.8
"555","P02763","Alpha-1-acid glycoprotein 1 OS=Homo sapiens OX=9606 GN=ORM1 PE=1 SV=2",35,"ORM1",412.6,817.7,765.1,964.1,2141.1,817.5,429.8,861.8,424.7,367.7,406.1,493.6,435.7,553.8,390.3,317.2
"556","P08397","Porphobilinogen deaminase OS=Homo sapiens OX=9606 GN=HMBS PE=1 SV=2",27,"HMBS",326.3,509.7,533.2,1176.6,898.9,2329.9,325.5,1473.6,460.3,326.2,272.4,299.3,694.7,409.4,319.1,213.7
"557","P48047","ATP synthase subunit O, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PO PE=1 SV=1",31,"ATP5PO",729.5,955.7,782.3,789.8,877.7,619.6,691.9,719.4,1108.6,786,676.4,882.1,360.7,727.9,984.5,823
"558","P09622","Dihydrolipoyl dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=DLD PE=1 SV=2",22,"DLD",495.9,895.3,645.9,666.2,655.9,465.7,522.7,617.4,1287.1,514.9,654.6,705.2,204.6,625.4,555.9,477.4
"559","P21266","Glutathione S-transferase Mu 3 OS=Homo sapiens OX=9606 GN=GSTM3 PE=1 SV=3",18,"GSTM3",409.2,547.5,442.2,719.4,158.7,240,170.7,170.1,131.9,163.6,69,456.1,137.3,123.6,254.4,245.7
"560","P29590","Protein PML OS=Homo sapiens OX=9606 GN=PML PE=1 SV=3",28,"PML",255.8,415.8,252.5,255.6,303.8,243.7,341.3,335.4,315.8,240.3,192.8,310.3,161.2,317.7,394,252.3
"561","O95817","BAG family molecular chaperone regulator 3 OS=Homo sapiens OX=9606 GN=BAG3 PE=1 SV=3",18,"BAG3",203.8,222,177.6,238.9,293.2,257.2,182.7,237.3,242.3,145.6,120.8,200.2,150.4,193.2,192.2,131.2
"562","P42229","Signal transducer and activator of transcription 5A OS=Homo sapiens OX=9606 GN=STAT5A PE=1 SV=1",19,"STAT5A",290.7,476,312.6,440.4,483,354.5,299.1,349.4,474.2,245.3,181,289.1,187.9,311.8,286.6,230.2
"563","P36542","ATP synthase subunit gamma, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1C PE=1 SV=1",40,"ATP5F1C",902.2,1442.4,1082.3,1174.1,1393.1,886.2,991.6,1172.1,1627,806.7,841.6,1046.1,540,1024.7,1056.6,891.1
"564","P22392","Nucleoside diphosphate kinase B OS=Homo sapiens OX=9606 GN=NME2 PE=1 SV=1",36,"NME2",844.2,933,1134.6,1499,1844.2,2133.7,810.3,1751.4,1059.7,617.3,581.8,770.5,796.9,914.2,1021.1,545.3
"565","P62195","26S proteasome regulatory subunit 8 OS=Homo sapiens OX=9606 GN=PSMC5 PE=1 SV=1",25,"PSMC5",325.2,447.7,365.9,552.5,596.2,519.4,351,508,490.5,252.5,227.8,372.8,269.3,358.8,385.3,276.8
"566","P50895","Basal cell adhesion molecule OS=Homo sapiens OX=9606 GN=BCAM PE=1 SV=2",21,"BCAM",55.3,86.7,45.8,78.1,73.4,80.2,61,131,83.2,41.6,43.8,42.3,37.2,52.3,54.5,41.8
"567","P01019","Angiotensinogen OS=Homo sapiens OX=9606 GN=AGT PE=1 SV=3",19,"AGT",289,478.9,769.8,930,897.6,846,352.1,691.3,846.5,1209.2,229.1,329,343.6,370.6,362.4,195.9
"568","P99999","Cytochrome c OS=Homo sapiens OX=9606 GN=CYCS PE=1 SV=2",25,"CYCS",962.4,1706.4,1537.1,1207.6,1495.3,896.6,1036.9,1358.7,2429.2,1095.7,1123.9,1217.9,642.1,1397.3,1145.9,1011
"569","Q13510","Acid ceramidase OS=Homo sapiens OX=9606 GN=ASAH1 PE=1 SV=5",29,"ASAH1",773.6,543.8,676.3,846.8,668.5,424.3,771.2,466.4,476.6,367.7,310.9,599.3,360.2,412.5,614.7,358.7
"570","P10768","S-formylglutathione hydrolase OS=Homo sapiens OX=9606 GN=ESD PE=1 SV=2",24,"ESD",232.8,457.4,442.2,495.6,558.8,610,253.7,499.4,381.9,256.2,200.3,256.5,288.4,305.8,339.3,266.5
"571","O60506","Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens OX=9606 GN=SYNCRIP PE=1 SV=2",23,"SYNCRIP",382.6,564.6,472.5,620.2,682.4,502,464.5,606.8,535.4,302,299.7,394.4,302.2,448.3,471.9,325.9
"572","P60842","Eukaryotic initiation factor 4A-I OS=Homo sapiens OX=9606 GN=EIF4A1 PE=1 SV=1",23,"EIF4A1",98.7,120.3,97.8,116.3,116.2,146.3,85.6,112.3,122.4,75.2,51,90.2,73,99.4,107.5,81.3
"573","Q9Y696","Chloride intracellular channel protein 4 OS=Homo sapiens OX=9606 GN=CLIC4 PE=1 SV=4",18,"CLIC4",241.7,324.6,254.8,313.2,228.5,246.4,184.4,183.7,241.1,195.6,101.8,195.3,200.3,181.8,281.9,168.8
"574","P63092","Guanine nucleotide-binding protein G(s) subunit alpha isoforms short OS=Homo sapiens OX=9606 GN=GNAS PE=1 SV=1",35,"GNAS",447.8,746.3,617.2,778,771.8,709.2,479.2,704.3,448.8,542.6,219.8,458.4,472.6,427.7,648.1,450.2
"575","P62333","26S proteasome regulatory subunit 10B OS=Homo sapiens OX=9606 GN=PSMC6 PE=1 SV=1",17,"PSMC6",192.1,279,229.1,353,388.9,467.2,212.5,379.7,286.1,152,126.7,193.7,216.4,202.9,215.7,142.7
"576","Q10567","AP-1 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP1B1 PE=1 SV=3",24,"AP1B1",272,282.2,224.5,347.9,380.7,390.1,204.9,370.2,266.2,199.6,144.6,257.7,193.4,220.9,319.9,184
"577","Q07960","Rho GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=ARHGAP1 PE=1 SV=1",26,"ARHGAP1",600,607.5,575.1,715.6,893.1,888.4,519.4,722.7,579.7,380.9,323.8,557.4,372.2,551.8,635.7,432.7
"578","P19971","Thymidine phosphorylase OS=Homo sapiens OX=9606 GN=TYMP PE=1 SV=2",24,"TYMP",310.7,269.5,168.2,227,683.2,357.9,200.7,337.6,158.1,174,113.1,201.3,242.1,296.3,364.1,204.2
"579","P53004","Biliverdin reductase A OS=Homo sapiens OX=9606 GN=BLVRA PE=1 SV=2",16,"BLVRA",541.7,655.5,544.5,1087.1,900.4,1573.6,470.8,1130.5,563.9,345.8,265.4,417.7,428.3,458.3,460.5,277.5
"580","P31949","Protein S100-A11 OS=Homo sapiens OX=9606 GN=S100A11 PE=1 SV=2",32,"S100A11",828,819.6,638.9,718.6,1069,713.7,712,805.6,610.7,587.1,349.1,800.3,595.5,749.7,917.3,735.8
"581","Q9UIJ7","GTP:AMP phosphotransferase AK3, mitochondrial OS=Homo sapiens OX=9606 GN=AK3 PE=1 SV=4",25,"AK3",235.2,461.4,346.5,279,469.3,351.2,382.1,472.6,410.4,237.4,261.4,345.5,232,345.7,424.1,266.3
"582","Q9HC38","Glyoxalase domain-containing protein 4 OS=Homo sapiens OX=9606 GN=GLOD4 PE=1 SV=1",26,"GLOD4",531.9,766.8,668.8,1084.5,1027.9,1372.7,467.4,1314.2,681.1,375.5,350.8,478.3,523.5,571.3,559,385.8
"583","O75116","Rho-associated protein kinase 2 OS=Homo sapiens OX=9606 GN=ROCK2 PE=1 SV=4",21,"ROCK2",103.5,165,114.6,168.8,211,228,118.5,253.9,151.2,89.5,78.4,115.7,95.7,113.9,147.7,94
"584","P00966","Argininosuccinate synthase OS=Homo sapiens OX=9606 GN=ASS1 PE=1 SV=2",21,"ASS1",389.8,470,470.9,584,781.4,351.4,293.2,365.5,417,188.6,228,368.4,319.4,310.8,347.4,249.2
"585","Q9BS26","Endoplasmic reticulum resident protein 44 OS=Homo sapiens OX=9606 GN=ERP44 PE=1 SV=1",18,"ERP44",137.2,171.2,140.7,214.2,246.2,240.8,135.7,233.2,163.4,120.3,79.4,124.8,111.9,139.4,147.2,98.6
